,Q_Value,Morans I,Moran I p,Mean,Variance,N
kde:amenity_hospital,0.7637347196808428,0.9989252860042874,0.0,3.0027850221731947,5.300856518564435,53
kde:amenity_place_of_worship,0.6778153244051671,0.9965792664020976,0.0,2.27189069620279,9.947768401397841,139
kde:amenity_police,0.92060261660677,0.9997859621743302,0.0,2.683463645327117,7.320713867480319,32
kde:amenity_school,0.6432806348447977,0.9967997243063174,0.0,2.7685112918929367,5.087968659573305,173
kde:amenity_restaurant,0.8388555833898341,0.9986016800001436,0.0,-3.83459712640624,81.51441943907918,234
kde:leisure_*,0.4538335144842822,0.9924944275865111,0.0,0.331258078566871,25.7447807153597,1285
kde:tourism_*,0.8220838572474622,0.9982286276639768,0.0,-2.3478479386662126,57.75834195103117,188
kde:shop_mall,0.7746017589642993,0.9981319247962571,0.0,-0.20601410077203622,23.90611062083652,63
kde:shop_supermarket,0.6399199571444021,0.9960067449913043,0.0,3.44845318856993,2.1149523208357395,53
kde:highway_bus_stop,0.6673905468726649,0.996611672134956,0.0,0.24312203969305843,25.74471472713688,396
kde:natural_sand,0.8561974862697458,0.999489165645101,0.0,1.0482994171609428,18.103709182727407,44
kde:natural_wood,0.6710541316089772,0.9984264047394391,0.0,2.168982970308311,6.442764967501134,62
kde:natural_beach,0.8637862873863041,0.999052780603587,0.0,-2.0962346783826593,33.171492412233185,27
kde:highway_residential,0.4954384201826393,0.9946218655157905,0.0,3.588099923684458,2.4727242857480567,39656
kde:highway_primary,0.4175469692958266,0.9945997566346243,0.0,-4.887033575157267,81.84197590068327,3679
